"","ID","g","b","m","com","starting","c_1","c_2","c_12","c_21","n","runtime","runtime_sd","rho_plus_ini","rho_plus","rho_plus_sd","rho_plus_sd_inter_replicates","rho_nurse_ini","rho_nurse","rho_nurse_sd","rho_nurse_sd_inter_replicates","rho_protege_ini","rho_protege","rho_protege_sd","rho_nurse_sd_inter_replicates.1","q_1_1","q_1_1_sd","q_1_1_inter_replicates","q_2_2","q_2_2_sd","q_2_2_inter_replicates","q_1_2","q_1_2_sd","q_1_2_inter_replicates","q_2_1","q_2_1_sd","q_2_1_inter_replicates","clus_1_1","clus_1_1_sd","clus_1_1_inter_replicates","clus_2_2","clus_2_2_sd","clus_2_2_inter_replicates","clus_1_2","clus_1_2_sd","clus_1_2_inter_replicates","clus_2_1","clus_2_1_sd","clus_2_1_inter_replicates","runtime.1"
"11",11,0.05,0.5,0.02,"poly",0.5,0.2,0.2,0.1,0.1,10,1855.42,511.925528004047,0.5,0.929173373313343,0.00524316176241817,0.000761274489145034,0.25,0.823549685157421,0.25,0.0497928528862979,0.25,0.105623688155922,0.25,0.0502032796544393,0.856904344145837,0.00618975982622115,0.0349890943208464,0.369355991653134,0.0228093482178709,0.0252956825379819,0.562541346570915,0.0217045086863515,0.0256379332811331,0.0728729976029136,0.0035720674085301,0.0354248380198688,1.04165309633567,0.00191262389488328,0.0208794874660001,5.16944974379133,1.20795467601325,5.3154896801694,0.68384176899235,0.0168176835673852,0.0216852737308089,0.68384176899235,0.0168176835673852,0.0216852737308089,1583
"12",12,0.05,0.4,0.02,"poly",0.5,0.2,0.2,0.1,0.1,10,1916.74,336.758113652977,0.5,0.897662568715642,0.00630198665096039,0.00093125783506377,0.25,0.838845397301349,0.25,0.0260572404463592,0.25,0.0588171714142929,0.25,0.0263361754138682,0.857299420989103,0.00682306694423737,0.0182152373806717,0.324812344815076,0.0288158001601239,0.0142680231818491,0.58167412048232,0.0288949873931784,0.0143705530986582,0.0410083126056632,0.00297273568675946,0.0184659328791932,1.02228690702634,0.000863549581705325,0.00997967714264916,7.72019478808509,1.42327258896039,5.93219281779797,0.69365962307266,0.0122874429964795,0.0155982910690358,0.69365962307266,0.0122874429964795,0.0155982910690358,1734.4
"13",13,0.1,0.9,0.02,"poly",0.5,0.2,0.2,0.1,0.1,10,2064.96,345.043891571944,0.5,0.968470684657671,0.00358470429333785,0.000447639812117016,0.25,0.907675462268866,0.25,0.02568098364019,0.25,0.0607952223888056,0.25,0.0256783723391664,0.92734705442889,0.00508213505693433,0.0178837428960912,0.354060454774646,0.0284569213105488,0.0142814423521127,0.614375096266302,0.0284134972707202,0.014261647915144,0.0413238066695513,0.00360117707397608,0.0179081449727407,1.02192553041774,0.000918724290126852,0.00949330521044055,6.87006867442679,0.598498066895894,3.07283982305214,0.677039982865618,0.00911148853634029,0.0131919843569371,0.677039982865618,0.00911148853634029,0.0131919843569371,2017
"14",14,0.1,0.8,0.02,"poly",0.5,0.2,0.2,0.1,0.1,10,2170.58,486.710029574991,0.5,0.963030304847576,0.00377138951337743,0.000325911207058232,0.25,0.931884377811094,0.25,0.0323241358981351,0.25,0.0311459270364818,0.25,0.0321397523089837,0.941830328818377,0.00460759487785571,0.0224864808596236,0.291806120947913,0.055468701733652,0.078014694748705,0.672816989436613,0.0556200176874158,0.0788458832429097,0.0214437611663117,0.00256899389056308,0.0222874891820023,1.01103952931636,0.00100281329182776,0.0115341877965901,31.2316842335486,43.4498869224526,44.1928063235054,0.720941620622747,0.0575910355659302,0.0681293927528876,0.720941620622747,0.0575910355659302,0.0681293927528876,2503.8
"15",15,0.1,0.7,0.02,"poly",0.5,0.2,0.2,0.1,0.1,10,2280.06,280.810162051004,0.5,0.955978630684658,0.00413290592365829,0.000378735948033129,0.25,0.941588945527236,0.25,0.0116742782336201,0.25,0.0143896851574213,0.25,0.0118926821084586,0.946486126210922,0.00439669660109371,0.00783470394220037,0.26782911317766,0.0755782151151309,0.0732966877580505,0.689904939083243,0.07970886816162,0.0768130350399027,0.00984884733968303,0.00146455458356773,0.00806080814230733,1.00524985340461,0.000630003029010784,0.00415877369430398,55.1676749494641,50.7445581769965,53.8250849062711,0.732179685823251,0.0506084522655185,0.0735009600969108,0.732179685823251,0.0506084522655185,0.0735009600969108,2034.2
"16",16,0.1,0.6,0.02,"poly",0.5,0.2,0.2,0.1,0.1,10,2167.74,400.681220478879,0.5,0.945527216391804,0.00452034832277342,0.000530225967263922,0.25,0.931625387306347,0.25,0.0216002950024957,0.25,0.0139018290854573,0.25,0.0214021528618412,0.936393168574665,0.00463176455169314,0.0150158337079977,0.273115616890267,0.0880185539841531,0.0707544830232354,0.671542220066481,0.0883869062883483,0.0760913028079714,0.00963121990488813,0.001083428663528,0.0147816688000067,1.00527683958334,0.000820916458085257,0.00751305573281967,94.46436295286,56.0996078056988,88.2564586195876,0.720543182137549,0.0519424027712607,0.0750433552765812,0.720543182137549,0.0519424027712607,0.0750433552765812,1995.6
"17",17,0.1,0.5,0.02,"poly",0.5,0.2,0.2,0.1,0.1,10,1952.28,343.780669096511,0.5,0.928137411294353,0.00511388459418347,0.000955880756624724,0.25,0.923394462768616,0.25,0.00330400882486548,0.25,0.00474294852573713,0.25,0.00321346824644359,0.925395042731838,0.00544683566396358,0.002365623139477,0.231138832502914,0.106855381583612,0.0724283809698618,0.698511536424151,0.109741979913191,0.0754984159948554,0.00341793614256489,0.00176841867961789,0.00226250723911622,1.00217316515789,0.000315027383840481,0.00109365513398218,78.3926119043642,43.448046844073,62.5108255409081,0.756510548436154,0.0292038552146928,0.081160735219289,0.756510548436154,0.0292038552146927,0.081160735219289,1740.6
"18",18,0.1,0.4,0.02,"poly",0.5,0.2,0.2,0.1,0.1,10,1681.54,274.818777459701,0.5,0.895760939530235,0.006228780661872,0.00123871713577988,0.25,0.89395932033983,0.25,0.0020651473781383,0.25,0.0018016191904048,0.25,0.00101327420355802,0.895416766982404,0.00638365729262722,0.00180980172490735,0.170734233977306,0.111562558988345,0.0617503778118519,0.72490005188469,0.134357761639429,0.071973765323352,0.00134458833296955,0.0010960139099184,0.000707567177311473,1.00163237807523,0.000135020989141332,0.00038867377943626,93.4059758144273,32.2331519263422,35.9073724014452,0.811064475827231,0.0248174762884542,0.0794968368074375,0.811064475827231,0.0248174762884542,0.0794968368074375,1757.2
"19",19,0.15,0.9,0.02,"poly",0.5,0.2,0.2,0.1,0.1,10,2254.46,265.26339195432,0.5,0.968551604197901,0.00360204497524067,0.000451654729125025,0.25,0.961073583208396,0.25,0.00894560041523466,0.25,0.00747802098950525,0.25,0.00880998455099093,0.963644635265067,0.00391997871093346,0.005834742236761,0.239653701400081,0.0985914488402333,0.0896269764724546,0.726972454629653,0.101895787176179,0.0897571682491078,0.00510773850083203,0.00147303965499193,0.00568793619408156,1.00270462920633,0.00055869088843663,0.00333408305725064,60.9569353512498,36.6157157119631,38.2451966040151,0.755992455977991,0.0445875165359704,0.0883213923758206,0.755992455977991,0.0445875165359704,0.0883213923758206,1842.8
"20",20,0.15,0.8,0.02,"poly",0.5,0.2,0.2,0.1,0.1,10,2146.94,276.160469453702,0.5,0.963438540729635,0.00383627991280546,0.000236310138969589,0.25,0.960710024987506,0.25,0.00256367673517702,0.25,0.00272851574212894,0.25,0.00260348901305283,0.961730602950154,0.00398340532137133,0.00174106875555885,0.190211735519447,0.105583577322623,0.0744456738796223,0.774023503697793,0.110631770416437,0.0758866097282129,0.00198334246094983,0.000908301333388039,0.00176200549477194,1.00106595433098,0.000411636086408309,0.00092512586500032,83.2898996661729,47.3228786282645,30.3332374210365,0.805729817975943,0.0366186392295442,0.0772668220681835,0.805729817975943,0.0366186392295442,0.0772668220681835,1837
"21",21,0.15,0.7,0.02,"poly",0.5,0.2,0.2,0.1,0.1,10,1889.42,293.78363088807,0.5,0.956027206396802,0.0040644191954852,0.00039813610572252,0.25,0.953370694652674,0.25,0.00172806870632178,0.25,0.00265651174412794,0.25,0.00168369799268809,0.954460287778832,0.00417726299600509,0.0012274136446781,0.201109320373714,0.101215681260257,0.0817043657577829,0.750835757112785,0.106945413238536,0.0849425815517548,0.0019401819903557,0.00118276493293448,0.00116896702294199,1.00114526007239,0.000168230974596515,0.000540902089218567,76.4899933023282,42.0247453917574,45.1149877362232,0.787891086577739,0.0318706900106413,0.0883575357474123,0.787891086577739,0.0318706900106413,0.0883575357474123,2168.8
"22",22,0.15,0.6,0.02,"poly",0.5,0.2,0.2,0.1,0.1,10,1488.4,223.652090930932,0.5,0.945145547226387,0.00463881178123723,0.000490100851973533,0.25,0.940957301349325,0.25,0.00352287968540365,0.25,0.00418824587706147,0.25,0.00333743896577941,0.942562698622336,0.00513968406455724,0.00260175197961848,0.191324159011322,0.121011818451174,0.0436043729956466,0.749817002772109,0.126082753261866,0.0457281069118399,0.00305644632307063,0.00196269769340054,0.00240031747400158,1.00171418710447,0.000577434488449334,0.00103006834697458,57.7374234672477,26.3398053641512,24.6217772456788,0.796824441380385,0.0335725688132283,0.0469675853839035,0.796824441380385,0.0335725688132283,0.0469675853839035,1735.4
"23",23,0.15,0.5,0.02,"poly",0.5,0.2,0.2,0.1,0.1,10,1288.38,209.073521358716,0.5,0.928411254372814,0.00526273212272881,0.000839846373491465,0.25,0.926367596201899,0.25,0.00207543527162051,0.25,0.00204365817091454,0.25,0.00203273760779537,0.927623104727532,0.00547350680935028,0.00163569727444196,0.136890883447773,0.10335707750478,0.0594001504129594,0.787070730698608,0.124570368865379,0.0620499987038966,0.00159854981311908,0.00130583423723492,0.00155233493184088,1.00135868064336,0.000263715949877296,0.000537306309927335,73.9002680055955,36.0196508270499,43.9406969560661,0.84999214786556,0.0389939986482777,0.0660185568387855,0.84999214786556,0.0389939986482777,0.0660185568387854,1743.4
"24",24,0.15,0.4,0.02,"poly",0.5,0.2,0.2,0.1,0.1,10,911.18,180.570145188327,0.5,0.895674802598701,0.00614358830998859,0.00121564709417736,0.25,0.891186986506747,0.25,0.00480001844119466,0.25,0.00448781609195402,0.25,0.00450552235403596,0.893242265604501,0.00776608799333216,0.0036841832473779,0.152457217386228,0.0922794262245265,0.0501179672776455,0.737986622564703,0.111025883150148,0.0514435136057054,0.00352806129029159,0.00367428100420457,0.00354311808709521,1.00232866907729,0.00113071436640896,0.00136678486092726,51.7007750472171,30.7903291366732,36.6216798905047,0.828977469320329,0.0209620865567516,0.057520445838021,0.828977469320329,0.0209620865567516,0.057520445838021,848.8
"25",25,0.2,0.9,0.02,"poly",0.5,0.2,0.2,0.1,0.1,10,1852.28,221.346389173169,0.5,0.968222048975512,0.00342518495475542,0.000396127759430126,0.25,0.965915982008996,0.25,0.00177267172020183,0.25,0.00230606696651674,0.25,0.00171017801139495,0.966732633794716,0.00358452848690281,0.00128127836857036,0.208075415936953,0.126211739377726,0.0631185145882836,0.757512976266978,0.130132009261513,0.0626537939991827,0.00169060243420542,0.000945375665403451,0.00121661869683487,1.00084766064089,0.000334312597939485,0.00053410786698522,95.0834809782491,35.5793694683474,46.5159372035285,0.784323421315059,0.0321104935437069,0.0643174278371014,0.784323421315059,0.0321104935437069,0.0643174278371014,1701.2
"26",26,0.2,0.8,0.02,"poly",0.5,0.2,0.2,0.1,0.1,10,1602.08,249.871988559476,0.5,0.963080139930035,0.00376787518171218,0.000310428768890077,0.25,0.96031916041979,0.25,0.00181209154863482,0.25,0.00276097951024488,0.25,0.00170366544087933,0.9612938345082,0.00407413635822515,0.00136270464351239,0.204348334815132,0.115370594727663,0.0486905073199617,0.760106055366466,0.121078993400386,0.0550515735577657,0.00206282905389345,0.00144514730929613,0.00123876248746698,1.00101765887005,0.000312703545463132,0.000499357074706858,83.0530009651634,31.5509639637582,43.0147543779776,0.791717340946823,0.0282197871668302,0.056824108364445,0.791717340946823,0.0282197871668302,0.056824108364445,2102.8
"27",27,0.2,0.7,0.02,"poly",0.5,0.2,0.2,0.1,0.1,10,1436.76,297.236363858798,0.5,0.955820629685157,0.00413294608040241,0.000382026842432397,0.25,0.953995442278861,0.25,0.00134646438117093,0.25,0.00182518740629685,0.25,0.00119711153436315,0.954740249358493,0.00428219806721116,0.00108620377791462,0.167414982471148,0.107632436944178,0.0535458297513683,0.789104938390464,0.119675033810819,0.0538287877528695,0.00142219106638641,0.00106536840144551,0.000940440063132951,1.00078202569845,0.000142181668817104,0.000290117921058472,104.389124573871,30.1583662718013,43.1060299246107,0.827232416938761,0.0341837252819074,0.0557833951050331,0.827232416938761,0.0341837252819074,0.0557833951050331,1870.6
