"","ID","del","m","n","b","cn","cp","cnp","cpn","g","rhop","rhon","Cnp"
"952",952,0.1,0.2,0,0.7,0.15,0.2,0.2,0.3,0,0,0.638,NA
"953",953,0.1,0.2,0,0.6,0.15,0.2,0.2,0.3,0,0,0.569,NA
"954",954,0.1,0.2,0,0.5,0.15,0.2,0.2,0.3,0,0,0.472,NA
"955",955,0.1,0.2,0,0.4,0.15,0.2,0.2,0.3,0,0,0.333,NA
"956",956,0.1,0.2,0,0.8,0.2,0.2,0.2,0.3,0,0.674,0,NA
"957",957,0.1,0.2,0,0.7,0.2,0.2,0.2,0.3,0,0.619,0,NA
"958",958,0.1,0.2,0,0.6,0.2,0.2,0.2,0.3,0,0.546,0,NA
"959",959,0.1,0.2,0,0.5,0.2,0.2,0.2,0.3,0,0.445,0,NA
"960",960,0.1,0.2,0,0.4,0.2,0.2,0.2,0.3,0,0.307,0,NA
"961",961,0.1,0.2,0,0.8,0.05,0.05,0.05,0.35,0,0.719,0,NA
"962",962,0.1,0.2,0,0.7,0.05,0.05,0.05,0.35,0,0.675,0,NA
"963",963,0.1,0.2,0,0.6,0.05,0.05,0.05,0.35,0,0.614,0,NA
"964",964,0.1,0.2,0,0.5,0.05,0.05,0.05,0.35,0,0.527,0,NA
"965",965,0.1,0.2,0,0.4,0.05,0.05,0.05,0.35,0,0.394,0,NA
"966",966,0.1,0.2,0,0.8,0.1,0.05,0.05,0.35,0,0.719,0,NA
"967",967,0.1,0.2,0,0.7,0.1,0.05,0.05,0.35,0,0.675,0,NA
"968",968,0.1,0.2,0,0.6,0.1,0.05,0.05,0.35,0,0.614,0,NA
"969",969,0.1,0.2,0,0.5,0.1,0.05,0.05,0.35,0,0.527,0,NA
"970",970,0.1,0.2,0,0.4,0.1,0.05,0.05,0.35,0,0.394,0,NA
"971",971,0.1,0.2,0,0.8,0.15,0.05,0.05,0.35,0,0.719,0,NA
"972",972,0.1,0.2,0,0.7,0.15,0.05,0.05,0.35,0,0.675,0,NA
"973",973,0.1,0.2,0,0.6,0.15,0.05,0.05,0.35,0,0.614,0,NA
"974",974,0.1,0.2,0,0.5,0.15,0.05,0.05,0.35,0,0.527,0,NA
"975",975,0.1,0.2,0,0.4,0.15,0.05,0.05,0.35,0,0.394,0,NA
"976",976,0.1,0.2,0,0.8,0.2,0.05,0.05,0.35,0,0.719,0,NA
"977",977,0.1,0.2,0,0.7,0.2,0.05,0.05,0.35,0,0.675,0,NA
"978",978,0.1,0.2,0,0.6,0.2,0.05,0.05,0.35,0,0.614,0,NA
"979",979,0.1,0.2,0,0.5,0.2,0.05,0.05,0.35,0,0.527,0,NA
"980",980,0.1,0.2,0,0.4,0.2,0.05,0.05,0.35,0,0.394,0,NA
"981",981,0.1,0.2,0,0.8,0.05,0.1,0.05,0.35,0,0.705,0,NA
"982",982,0.1,0.2,0,0.7,0.05,0.1,0.05,0.35,0,0.657,0,NA
"983",983,0.1,0.2,0,0.6,0.05,0.1,0.05,0.35,0,0.592,0,NA
"984",984,0.1,0.2,0,0.5,0.05,0.1,0.05,0.35,0,0.499,0,NA
"985",985,0.1,0.2,0,0.4,0.05,0.1,0.05,0.35,0,0.362,0,NA
"986",986,0.1,0.2,0,0.8,0.1,0.1,0.05,0.35,0,0.705,0,NA
"987",987,0.1,0.2,0,0.7,0.1,0.1,0.05,0.35,0,0.657,0,NA
"988",988,0.1,0.2,0,0.6,0.1,0.1,0.05,0.35,0,0.592,0,NA
"989",989,0.1,0.2,0,0.5,0.1,0.1,0.05,0.35,0,0.499,0,NA
"990",990,0.1,0.2,0,0.4,0.1,0.1,0.05,0.35,0,0.362,0,NA
"991",991,0.1,0.2,0,0.8,0.15,0.1,0.05,0.35,0,0.705,0,NA
"992",992,0.1,0.2,0,0.7,0.15,0.1,0.05,0.35,0,0.657,0,NA
"993",993,0.1,0.2,0,0.6,0.15,0.1,0.05,0.35,0,0.592,0,NA
"994",994,0.1,0.2,0,0.5,0.15,0.1,0.05,0.35,0,0.499,0,NA
"995",995,0.1,0.2,0,0.4,0.15,0.1,0.05,0.35,0,0.362,0,NA
"996",996,0.1,0.2,0,0.8,0.2,0.1,0.05,0.35,0,0.705,0,NA
"997",997,0.1,0.2,0,0.7,0.2,0.1,0.05,0.35,0,0.657,0,NA
"998",998,0.1,0.2,0,0.6,0.2,0.1,0.05,0.35,0,0.592,0,NA
"999",999,0.1,0.2,0,0.5,0.2,0.1,0.05,0.35,0,0.499,0,NA
"1000",1000,0.1,0.2,0,0.4,0.2,0.1,0.05,0.35,0,0.362,0,NA
"1001",1001,0.1,0.2,0,0.8,0.05,0.15,0.05,0.35,0,0.69,0,NA
"1002",1002,0.1,0.2,0,0.7,0.05,0.15,0.05,0.35,0,0.638,0,NA
"1003",1003,0.1,0.2,0,0.6,0.05,0.15,0.05,0.35,0,0.569,0,NA
"1004",1004,0.1,0.2,0,0.5,0.05,0.15,0.05,0.35,0,0.472,0,NA
"1005",1005,0.1,0.2,0,0.4,0.05,0.15,0.05,0.35,0,0.333,0,NA
"1006",1006,0.1,0.2,0,0.8,0.1,0.15,0.05,0.35,0,0.69,0,NA
"1007",1007,0.1,0.2,0,0.7,0.1,0.15,0.05,0.35,0,0.638,0,NA
"1008",1008,0.1,0.2,0,0.6,0.1,0.15,0.05,0.35,0,0.569,0,NA
"1009",1009,0.1,0.2,0,0.5,0.1,0.15,0.05,0.35,0,0.472,0,NA
"1010",1010,0.1,0.2,0,0.4,0.1,0.15,0.05,0.35,0,0.333,0,NA
"1011",1011,0.1,0.2,0,0.8,0.15,0.15,0.05,0.35,0,0.69,0,NA
"1012",1012,0.1,0.2,0,0.7,0.15,0.15,0.05,0.35,0,0.638,0,NA
"1013",1013,0.1,0.2,0,0.6,0.15,0.15,0.05,0.35,0,0.569,0,NA
"1014",1014,0.1,0.2,0,0.5,0.15,0.15,0.05,0.35,0,0.472,0,NA
"1015",1015,0.1,0.2,0,0.4,0.15,0.15,0.05,0.35,0,0.333,0,NA
"1016",1016,0.1,0.2,0,0.8,0.2,0.15,0.05,0.35,0,0.69,0,NA
"1017",1017,0.1,0.2,0,0.7,0.2,0.15,0.05,0.35,0,0.638,0,NA
"1018",1018,0.1,0.2,0,0.6,0.2,0.15,0.05,0.35,0,0.569,0,NA
"1019",1019,0.1,0.2,0,0.5,0.2,0.15,0.05,0.35,0,0.472,0,NA
"1020",1020,0.1,0.2,0,0.4,0.2,0.15,0.05,0.35,0,0.333,0,NA
"1021",1021,0.1,0.2,0,0.8,0.05,0.2,0.05,0.35,0,0.674,0,NA
"1022",1022,0.1,0.2,0,0.7,0.05,0.2,0.05,0.35,0,0.619,0,NA
"1023",1023,0.1,0.2,0,0.6,0.05,0.2,0.05,0.35,0,0.546,0,NA
"1024",1024,0.1,0.2,0,0.5,0.05,0.2,0.05,0.35,0,0.445,0,NA
"1025",1025,0.1,0.2,0,0.4,0.05,0.2,0.05,0.35,0,0.307,0,NA
"1026",1026,0.1,0.2,0,0.8,0.1,0.2,0.05,0.35,0,0.674,0,NA
"1027",1027,0.1,0.2,0,0.7,0.1,0.2,0.05,0.35,0,0.619,0,NA
"1028",1028,0.1,0.2,0,0.6,0.1,0.2,0.05,0.35,0,0.546,0,NA
"1029",1029,0.1,0.2,0,0.5,0.1,0.2,0.05,0.35,0,0.445,0,NA
"1030",1030,0.1,0.2,0,0.4,0.1,0.2,0.05,0.35,0,0.307,0,NA
"1031",1031,0.1,0.2,0,0.8,0.15,0.2,0.05,0.35,0,0.674,0,NA
"1032",1032,0.1,0.2,0,0.7,0.15,0.2,0.05,0.35,0,0.619,0,NA
"1033",1033,0.1,0.2,0,0.6,0.15,0.2,0.05,0.35,0,0.546,0,NA
"1034",1034,0.1,0.2,0,0.5,0.15,0.2,0.05,0.35,0,0.445,0,NA
"1035",1035,0.1,0.2,0,0.4,0.15,0.2,0.05,0.35,0,0.307,0,NA
"1036",1036,0.1,0.2,0,0.8,0.2,0.2,0.05,0.35,0,0.674,0,NA
"1037",1037,0.1,0.2,0,0.7,0.2,0.2,0.05,0.35,0,0.619,0,NA
"1038",1038,0.1,0.2,0,0.6,0.2,0.2,0.05,0.35,0,0.546,0,NA
"1039",1039,0.1,0.2,0,0.5,0.2,0.2,0.05,0.35,0,0.445,0,NA
"1040",1040,0.1,0.2,0,0.4,0.2,0.2,0.05,0.35,0,0.307,0,NA
"1041",1041,0.1,0.2,0,0.8,0.05,0.05,0.1,0.35,0,0,0.719,NA
"1042",1042,0.1,0.2,0,0.7,0.05,0.05,0.1,0.35,0,0,0.675,NA
"1043",1043,0.1,0.2,0,0.6,0.05,0.05,0.1,0.35,0,0,0.614,NA
"1044",1044,0.1,0.2,0,0.5,0.05,0.05,0.1,0.35,0,0,0.527,NA
"1045",1045,0.1,0.2,0,0.4,0.05,0.05,0.1,0.35,0,0,0.394,NA
"1046",1046,0.1,0.2,0,0.8,0.1,0.05,0.1,0.35,0,0.719,0,NA
"1047",1047,0.1,0.2,0,0.7,0.1,0.05,0.1,0.35,0,0.675,0,NA
"1048",1048,0.1,0.2,0,0.6,0.1,0.05,0.1,0.35,0,0.614,0,NA
"1049",1049,0.1,0.2,0,0.5,0.1,0.05,0.1,0.35,0,0.527,0,NA
"1050",1050,0.1,0.2,0,0.4,0.1,0.05,0.1,0.35,0,0.394,0,NA
"1051",1051,0.1,0.2,0,0.8,0.15,0.05,0.1,0.35,0,0.719,0,NA
"1052",1052,0.1,0.2,0,0.7,0.15,0.05,0.1,0.35,0,0.675,0,NA
"1053",1053,0.1,0.2,0,0.6,0.15,0.05,0.1,0.35,0,0.614,0,NA
"1054",1054,0.1,0.2,0,0.5,0.15,0.05,0.1,0.35,0,0.527,0,NA
"1055",1055,0.1,0.2,0,0.4,0.15,0.05,0.1,0.35,0,0.394,0,NA
"1056",1056,0.1,0.2,0,0.8,0.2,0.05,0.1,0.35,0,0.719,0,NA
"1057",1057,0.1,0.2,0,0.7,0.2,0.05,0.1,0.35,0,0.675,0,NA
"1058",1058,0.1,0.2,0,0.6,0.2,0.05,0.1,0.35,0,0.614,0,NA
"1059",1059,0.1,0.2,0,0.5,0.2,0.05,0.1,0.35,0,0.527,0,NA
"1060",1060,0.1,0.2,0,0.4,0.2,0.05,0.1,0.35,0,0.394,0,NA
"1061",1061,0.1,0.2,0,0.8,0.05,0.1,0.1,0.35,0,0,0.719,NA
"1062",1062,0.1,0.2,0,0.7,0.05,0.1,0.1,0.35,0,0,0.675,NA
"1063",1063,0.1,0.2,0,0.6,0.05,0.1,0.1,0.35,0,0,0.614,NA
"1064",1064,0.1,0.2,0,0.5,0.05,0.1,0.1,0.35,0,0,0.527,NA
"1065",1065,0.1,0.2,0,0.4,0.05,0.1,0.1,0.35,0,0,0.394,NA
"1066",1066,0.1,0.2,0,0.8,0.1,0.1,0.1,0.35,0,0.705,0,NA
"1067",1067,0.1,0.2,0,0.7,0.1,0.1,0.1,0.35,0,0.657,0,NA
"1068",1068,0.1,0.2,0,0.6,0.1,0.1,0.1,0.35,0,0.592,0,NA
"1069",1069,0.1,0.2,0,0.5,0.1,0.1,0.1,0.35,0,0.499,0,NA
"1070",1070,0.1,0.2,0,0.4,0.1,0.1,0.1,0.35,0,0.362,0,NA
"1071",1071,0.1,0.2,0,0.8,0.15,0.1,0.1,0.35,0,0.705,0,NA
"1072",1072,0.1,0.2,0,0.7,0.15,0.1,0.1,0.35,0,0.657,0,NA
"1073",1073,0.1,0.2,0,0.6,0.15,0.1,0.1,0.35,0,0.592,0,NA
"1074",1074,0.1,0.2,0,0.5,0.15,0.1,0.1,0.35,0,0.499,0,NA
"1075",1075,0.1,0.2,0,0.4,0.15,0.1,0.1,0.35,0,0.362,0,NA
"1076",1076,0.1,0.2,0,0.8,0.2,0.1,0.1,0.35,0,0.705,0,NA
"1077",1077,0.1,0.2,0,0.7,0.2,0.1,0.1,0.35,0,0.657,0,NA
"1078",1078,0.1,0.2,0,0.6,0.2,0.1,0.1,0.35,0,0.592,0,NA
"1079",1079,0.1,0.2,0,0.5,0.2,0.1,0.1,0.35,0,0.499,0,NA
"1080",1080,0.1,0.2,0,0.4,0.2,0.1,0.1,0.35,0,0.362,0,NA
"1081",1081,0.1,0.2,0,0.8,0.05,0.15,0.1,0.35,0,0,0.719,NA
"1082",1082,0.1,0.2,0,0.7,0.05,0.15,0.1,0.35,0,0,0.675,NA
"1083",1083,0.1,0.2,0,0.6,0.05,0.15,0.1,0.35,0,0,0.614,NA
"1084",1084,0.1,0.2,0,0.5,0.05,0.15,0.1,0.35,0,0,0.527,NA
"1085",1085,0.1,0.2,0,0.4,0.05,0.15,0.1,0.35,0,0,0.394,NA
"1086",1086,0.1,0.2,0,0.8,0.1,0.15,0.1,0.35,0,0.69,0,NA
"1087",1087,0.1,0.2,0,0.7,0.1,0.15,0.1,0.35,0,0.638,0,NA
"1088",1088,0.1,0.2,0,0.6,0.1,0.15,0.1,0.35,0,0.569,0,NA
"1089",1089,0.1,0.2,0,0.5,0.1,0.15,0.1,0.35,0,0.472,0,NA
"1090",1090,0.1,0.2,0,0.4,0.1,0.15,0.1,0.35,0,0.333,0,NA
"1091",1091,0.1,0.2,0,0.8,0.15,0.15,0.1,0.35,0,0.69,0,NA
"1092",1092,0.1,0.2,0,0.7,0.15,0.15,0.1,0.35,0,0.638,0,NA
"1093",1093,0.1,0.2,0,0.6,0.15,0.15,0.1,0.35,0,0.569,0,NA
"1094",1094,0.1,0.2,0,0.5,0.15,0.15,0.1,0.35,0,0.472,0,NA
"1095",1095,0.1,0.2,0,0.4,0.15,0.15,0.1,0.35,0,0.333,0,NA
"1096",1096,0.1,0.2,0,0.8,0.2,0.15,0.1,0.35,0,0.69,0,NA
"1097",1097,0.1,0.2,0,0.7,0.2,0.15,0.1,0.35,0,0.638,0,NA
"1098",1098,0.1,0.2,0,0.6,0.2,0.15,0.1,0.35,0,0.569,0,NA
"1099",1099,0.1,0.2,0,0.5,0.2,0.15,0.1,0.35,0,0.472,0,NA
"1100",1100,0.1,0.2,0,0.4,0.2,0.15,0.1,0.35,0,0.333,0,NA
"1101",1101,0.1,0.2,0,0.8,0.05,0.2,0.1,0.35,0,0,0.719,NA
"1102",1102,0.1,0.2,0,0.7,0.05,0.2,0.1,0.35,0,0,0.675,NA
"1103",1103,0.1,0.2,0,0.6,0.05,0.2,0.1,0.35,0,0,0.614,NA
"1104",1104,0.1,0.2,0,0.5,0.05,0.2,0.1,0.35,0,0,0.527,NA
"1105",1105,0.1,0.2,0,0.4,0.05,0.2,0.1,0.35,0,0,0.394,NA
"1106",1106,0.1,0.2,0,0.8,0.1,0.2,0.1,0.35,0,0.674,0,NA
"1107",1107,0.1,0.2,0,0.7,0.1,0.2,0.1,0.35,0,0.619,0,NA
"1108",1108,0.1,0.2,0,0.6,0.1,0.2,0.1,0.35,0,0.546,0,NA
"1109",1109,0.1,0.2,0,0.5,0.1,0.2,0.1,0.35,0,0.445,0,NA
"1110",1110,0.1,0.2,0,0.4,0.1,0.2,0.1,0.35,0,0.307,0,NA
"1111",1111,0.1,0.2,0,0.8,0.15,0.2,0.1,0.35,0,0.674,0,NA
"1112",1112,0.1,0.2,0,0.7,0.15,0.2,0.1,0.35,0,0.619,0,NA
"1113",1113,0.1,0.2,0,0.6,0.15,0.2,0.1,0.35,0,0.546,0,NA
"1114",1114,0.1,0.2,0,0.5,0.15,0.2,0.1,0.35,0,0.445,0,NA
"1115",1115,0.1,0.2,0,0.4,0.15,0.2,0.1,0.35,0,0.307,0,NA
"1116",1116,0.1,0.2,0,0.8,0.2,0.2,0.1,0.35,0,0.674,0,NA
"1117",1117,0.1,0.2,0,0.7,0.2,0.2,0.1,0.35,0,0.619,0,NA
"1118",1118,0.1,0.2,0,0.6,0.2,0.2,0.1,0.35,0,0.546,0,NA
"1119",1119,0.1,0.2,0,0.5,0.2,0.2,0.1,0.35,0,0.445,0,NA
"1120",1120,0.1,0.2,0,0.4,0.2,0.2,0.1,0.35,0,0.307,0,NA
"1121",1121,0.1,0.2,0,0.8,0.05,0.05,0.15,0.35,0,0,0.719,NA
"1122",1122,0.1,0.2,0,0.7,0.05,0.05,0.15,0.35,0,0,0.675,NA
"1123",1123,0.1,0.2,0,0.6,0.05,0.05,0.15,0.35,0,0,0.614,NA
"1124",1124,0.1,0.2,0,0.5,0.05,0.05,0.15,0.35,0,0,0.527,NA
"1125",1125,0.1,0.2,0,0.4,0.05,0.05,0.15,0.35,0,0,0.394,NA
"1126",1126,0.1,0.2,0,0.8,0.1,0.05,0.15,0.35,0,0,0.705,NA
"1127",1127,0.1,0.2,0,0.7,0.1,0.05,0.15,0.35,0,0,0.657,NA
"1128",1128,0.1,0.2,0,0.6,0.1,0.05,0.15,0.35,0,0,0.592,NA
"1129",1129,0.1,0.2,0,0.5,0.1,0.05,0.15,0.35,0,0,0.499,NA
"1130",1130,0.1,0.2,0,0.4,0.1,0.05,0.15,0.35,0,0,0.362,NA
"1131",1131,0.1,0.2,0,0.8,0.15,0.05,0.15,0.35,0,0.719,0,NA
"1132",1132,0.1,0.2,0,0.7,0.15,0.05,0.15,0.35,0,0.675,0,NA
"1133",1133,0.1,0.2,0,0.6,0.15,0.05,0.15,0.35,0,0.614,0,NA
"1134",1134,0.1,0.2,0,0.5,0.15,0.05,0.15,0.35,0,0.527,0,NA
"1135",1135,0.1,0.2,0,0.4,0.15,0.05,0.15,0.35,0,0.394,0,NA
"1136",1136,0.1,0.2,0,0.8,0.2,0.05,0.15,0.35,0,0.719,0,NA
"1137",1137,0.1,0.2,0,0.7,0.2,0.05,0.15,0.35,0,0.675,0,NA
"1138",1138,0.1,0.2,0,0.6,0.2,0.05,0.15,0.35,0,0.614,0,NA
"1139",1139,0.1,0.2,0,0.5,0.2,0.05,0.15,0.35,0,0.527,0,NA
"1140",1140,0.1,0.2,0,0.4,0.2,0.05,0.15,0.35,0,0.394,0,NA
"1141",1141,0.1,0.2,0,0.8,0.05,0.1,0.15,0.35,0,0,0.719,NA
"1142",1142,0.1,0.2,0,0.7,0.05,0.1,0.15,0.35,0,0,0.675,NA
"1143",1143,0.1,0.2,0,0.6,0.05,0.1,0.15,0.35,0,0,0.614,NA
"1144",1144,0.1,0.2,0,0.5,0.05,0.1,0.15,0.35,0,0,0.527,NA
"1145",1145,0.1,0.2,0,0.4,0.05,0.1,0.15,0.35,0,0,0.394,NA
"1146",1146,0.1,0.2,0,0.8,0.1,0.1,0.15,0.35,0,0,0.705,NA
"1147",1147,0.1,0.2,0,0.7,0.1,0.1,0.15,0.35,0,0,0.657,NA
"1148",1148,0.1,0.2,0,0.6,0.1,0.1,0.15,0.35,0,0,0.592,NA
"1149",1149,0.1,0.2,0,0.5,0.1,0.1,0.15,0.35,0,0,0.499,NA
"1150",1150,0.1,0.2,0,0.4,0.1,0.1,0.15,0.35,0,0,0.362,NA
"1151",1151,0.1,0.2,0,0.8,0.15,0.1,0.15,0.35,0,0.705,0,NA
"1152",1152,0.1,0.2,0,0.7,0.15,0.1,0.15,0.35,0,0.657,0,NA
"1153",1153,0.1,0.2,0,0.6,0.15,0.1,0.15,0.35,0,0.592,0,NA
"1154",1154,0.1,0.2,0,0.5,0.15,0.1,0.15,0.35,0,0.499,0,NA
"1155",1155,0.1,0.2,0,0.4,0.15,0.1,0.15,0.35,0,0.362,0,NA
"1156",1156,0.1,0.2,0,0.8,0.2,0.1,0.15,0.35,0,0.705,0,NA
"1157",1157,0.1,0.2,0,0.7,0.2,0.1,0.15,0.35,0,0.657,0,NA
"1158",1158,0.1,0.2,0,0.6,0.2,0.1,0.15,0.35,0,0.592,0,NA
"1159",1159,0.1,0.2,0,0.5,0.2,0.1,0.15,0.35,0,0.499,0,NA
"1160",1160,0.1,0.2,0,0.4,0.2,0.1,0.15,0.35,0,0.362,0,NA
"1161",1161,0.1,0.2,0,0.8,0.05,0.15,0.15,0.35,0,0,0.719,NA
"1162",1162,0.1,0.2,0,0.7,0.05,0.15,0.15,0.35,0,0,0.675,NA
"1163",1163,0.1,0.2,0,0.6,0.05,0.15,0.15,0.35,0,0,0.614,NA
"1164",1164,0.1,0.2,0,0.5,0.05,0.15,0.15,0.35,0,0,0.527,NA
"1165",1165,0.1,0.2,0,0.4,0.05,0.15,0.15,0.35,0,0,0.394,NA
"1166",1166,0.1,0.2,0,0.8,0.1,0.15,0.15,0.35,0,0,0.705,NA
"1167",1167,0.1,0.2,0,0.7,0.1,0.15,0.15,0.35,0,0,0.657,NA
"1168",1168,0.1,0.2,0,0.6,0.1,0.15,0.15,0.35,0,0,0.592,NA
"1169",1169,0.1,0.2,0,0.5,0.1,0.15,0.15,0.35,0,0,0.499,NA
"1170",1170,0.1,0.2,0,0.4,0.1,0.15,0.15,0.35,0,0,0.362,NA
"1171",1171,0.1,0.2,0,0.8,0.15,0.15,0.15,0.35,0,0.69,0,NA
"1172",1172,0.1,0.2,0,0.7,0.15,0.15,0.15,0.35,0,0.638,0,NA
"1173",1173,0.1,0.2,0,0.6,0.15,0.15,0.15,0.35,0,0.569,0,NA
"1174",1174,0.1,0.2,0,0.5,0.15,0.15,0.15,0.35,0,0.472,0,NA
"1175",1175,0.1,0.2,0,0.4,0.15,0.15,0.15,0.35,0,0.333,0,NA
"1176",1176,0.1,0.2,0,0.8,0.2,0.15,0.15,0.35,0,0.69,0,NA
"1177",1177,0.1,0.2,0,0.7,0.2,0.15,0.15,0.35,0,0.638,0,NA
"1178",1178,0.1,0.2,0,0.6,0.2,0.15,0.15,0.35,0,0.569,0,NA
"1179",1179,0.1,0.2,0,0.5,0.2,0.15,0.15,0.35,0,0.472,0,NA
"1180",1180,0.1,0.2,0,0.4,0.2,0.15,0.15,0.35,0,0.333,0,NA
"1181",1181,0.1,0.2,0,0.8,0.05,0.2,0.15,0.35,0,0,0.719,NA
"1182",1182,0.1,0.2,0,0.7,0.05,0.2,0.15,0.35,0,0,0.675,NA
"1183",1183,0.1,0.2,0,0.6,0.05,0.2,0.15,0.35,0,0,0.614,NA
"1184",1184,0.1,0.2,0,0.5,0.05,0.2,0.15,0.35,0,0,0.527,NA
"1185",1185,0.1,0.2,0,0.4,0.05,0.2,0.15,0.35,0,0,0.394,NA
"1186",1186,0.1,0.2,0,0.8,0.1,0.2,0.15,0.35,0,0,0.705,NA
"1187",1187,0.1,0.2,0,0.7,0.1,0.2,0.15,0.35,0,0,0.657,NA
"1188",1188,0.1,0.2,0,0.6,0.1,0.2,0.15,0.35,0,0,0.592,NA
"1189",1189,0.1,0.2,0,0.5,0.1,0.2,0.15,0.35,0,0,0.499,NA
"1190",1190,0.1,0.2,0,0.4,0.1,0.2,0.15,0.35,0,0,0.362,NA
"1191",1191,0.1,0.2,0,0.8,0.15,0.2,0.15,0.35,0,0.674,0,NA
"1192",1192,0.1,0.2,0,0.7,0.15,0.2,0.15,0.35,0,0.619,0,NA
"1193",1193,0.1,0.2,0,0.6,0.15,0.2,0.15,0.35,0,0.546,0,NA
"1194",1194,0.1,0.2,0,0.5,0.15,0.2,0.15,0.35,0,0.445,0,NA
"1195",1195,0.1,0.2,0,0.4,0.15,0.2,0.15,0.35,0,0.307,0,NA
"1196",1196,0.1,0.2,0,0.8,0.2,0.2,0.15,0.35,0,0.674,0,NA
"1197",1197,0.1,0.2,0,0.7,0.2,0.2,0.15,0.35,0,0.619,0,NA
"1198",1198,0.1,0.2,0,0.6,0.2,0.2,0.15,0.35,0,0.546,0,NA
"1199",1199,0.1,0.2,0,0.5,0.2,0.2,0.15,0.35,0,0.445,0,NA
"1200",1200,0.1,0.2,0,0.4,0.2,0.2,0.15,0.35,0,0.307,0,NA
"1201",1201,0.1,0.2,0,0.8,0.05,0.05,0.2,0.35,0,0,0.719,NA
"1202",1202,0.1,0.2,0,0.7,0.05,0.05,0.2,0.35,0,0,0.675,NA
"1203",1203,0.1,0.2,0,0.6,0.05,0.05,0.2,0.35,0,0,0.614,NA
"1204",1204,0.1,0.2,0,0.5,0.05,0.05,0.2,0.35,0,0,0.527,NA
"1205",1205,0.1,0.2,0,0.4,0.05,0.05,0.2,0.35,0,0,0.394,NA
"1206",1206,0.1,0.2,0,0.8,0.1,0.05,0.2,0.35,0,0,0.705,NA
"1207",1207,0.1,0.2,0,0.7,0.1,0.05,0.2,0.35,0,0,0.657,NA
"1208",1208,0.1,0.2,0,0.6,0.1,0.05,0.2,0.35,0,0,0.592,NA
"1209",1209,0.1,0.2,0,0.5,0.1,0.05,0.2,0.35,0,0,0.499,NA
"1210",1210,0.1,0.2,0,0.4,0.1,0.05,0.2,0.35,0,0,0.362,NA
"1211",1211,0.1,0.2,0,0.8,0.15,0.05,0.2,0.35,0,0,0.69,NA
"1212",1212,0.1,0.2,0,0.7,0.15,0.05,0.2,0.35,0,0,0.638,NA
"1213",1213,0.1,0.2,0,0.6,0.15,0.05,0.2,0.35,0,0,0.569,NA
"1214",1214,0.1,0.2,0,0.5,0.15,0.05,0.2,0.35,0,0,0.472,NA
"1215",1215,0.1,0.2,0,0.4,0.15,0.05,0.2,0.35,0,0,0.333,NA
"1216",1216,0.1,0.2,0,0.8,0.2,0.05,0.2,0.35,0,0.719,0,NA
"1217",1217,0.1,0.2,0,0.7,0.2,0.05,0.2,0.35,0,0.675,0,NA
"1218",1218,0.1,0.2,0,0.6,0.2,0.05,0.2,0.35,0,0.614,0,NA
"1219",1219,0.1,0.2,0,0.5,0.2,0.05,0.2,0.35,0,0.527,0,NA
"1220",1220,0.1,0.2,0,0.4,0.2,0.05,0.2,0.35,0,0.394,0,NA
"1221",1221,0.1,0.2,0,0.8,0.05,0.1,0.2,0.35,0,0,0.719,NA
"1222",1222,0.1,0.2,0,0.7,0.05,0.1,0.2,0.35,0,0,0.675,NA
"1223",1223,0.1,0.2,0,0.6,0.05,0.1,0.2,0.35,0,0,0.614,NA
"1224",1224,0.1,0.2,0,0.5,0.05,0.1,0.2,0.35,0,0,0.527,NA
"1225",1225,0.1,0.2,0,0.4,0.05,0.1,0.2,0.35,0,0,0.394,NA
"1226",1226,0.1,0.2,0,0.8,0.1,0.1,0.2,0.35,0,0,0.705,NA
"1227",1227,0.1,0.2,0,0.7,0.1,0.1,0.2,0.35,0,0,0.657,NA
"1228",1228,0.1,0.2,0,0.6,0.1,0.1,0.2,0.35,0,0,0.592,NA
"1229",1229,0.1,0.2,0,0.5,0.1,0.1,0.2,0.35,0,0,0.499,NA
"1230",1230,0.1,0.2,0,0.4,0.1,0.1,0.2,0.35,0,0,0.362,NA
"1231",1231,0.1,0.2,0,0.8,0.15,0.1,0.2,0.35,0,0,0.69,NA
"1232",1232,0.1,0.2,0,0.7,0.15,0.1,0.2,0.35,0,0,0.638,NA
"1233",1233,0.1,0.2,0,0.6,0.15,0.1,0.2,0.35,0,0,0.569,NA
"1234",1234,0.1,0.2,0,0.5,0.15,0.1,0.2,0.35,0,0,0.472,NA
"1235",1235,0.1,0.2,0,0.4,0.15,0.1,0.2,0.35,0,0,0.333,NA
"1236",1236,0.1,0.2,0,0.8,0.2,0.1,0.2,0.35,0,0.705,0,NA
"1237",1237,0.1,0.2,0,0.7,0.2,0.1,0.2,0.35,0,0.657,0,NA
"1238",1238,0.1,0.2,0,0.6,0.2,0.1,0.2,0.35,0,0.592,0,NA
"1239",1239,0.1,0.2,0,0.5,0.2,0.1,0.2,0.35,0,0.499,0,NA
"1240",1240,0.1,0.2,0,0.4,0.2,0.1,0.2,0.35,0,0.362,0,NA
"1241",1241,0.1,0.2,0,0.8,0.05,0.15,0.2,0.35,0,0,0.719,NA
"1242",1242,0.1,0.2,0,0.7,0.05,0.15,0.2,0.35,0,0,0.675,NA
"1243",1243,0.1,0.2,0,0.6,0.05,0.15,0.2,0.35,0,0,0.614,NA
